6.015625000000000000e-01	6.171875000000000000e-01	6.289062500000000000e-01	3.945312500000000000e-01	2.519531250000000000e-01	4.355468750000000000e-01	5.195312500000000000e-01	3.496093750000000000e-01
5.468750000000000000e-01	1.962890625000000000e-01	3.613281250000000000e-01	5.937500000000000000e-01	2.656250000000000000e-01	8.671875000000000000e-01	8.632812500000000000e-01	6.640625000000000000e-01
4.433593750000000000e-01	4.472656250000000000e-01	4.003906250000000000e-01	5.898437500000000000e-01	6.562500000000000000e-01	1.000000000000000000e+00	7.265625000000000000e-01	4.902343750000000000e-01
6.679687500000000000e-01	7.187500000000000000e-01	7.890625000000000000e-01	9.648437500000000000e-01	9.101562500000000000e-01	8.007812500000000000e-01	6.093750000000000000e-01	6.953125000000000000e-01
8.828125000000000000e-01	9.960937500000000000e-01	5.507812500000000000e-01	7.382812500000000000e-01	7.500000000000000000e-01	6.406250000000000000e-01	5.351562500000000000e-01	3.730468750000000000e-01
7.929687500000000000e-01	8.554687500000000000e-01	9.335937500000000000e-01	4.921875000000000000e-01	6.054687500000000000e-01	7.382812500000000000e-01	9.726562500000000000e-01	6.054687500000000000e-01
7.187500000000000000e-01	7.460937500000000000e-01	7.304687500000000000e-01	1.007812500000000000e+00	6.523437500000000000e-01	6.367187500000000000e-01	3.085937500000000000e-01	1.000000000000000000e+00
9.921875000000000000e-01	9.453125000000000000e-01	8.945312500000000000e-01	8.242187500000000000e-01	6.679687500000000000e-01	7.890625000000000000e-01	7.890625000000000000e-01	8.476562500000000000e-01
1.007812500000000000e+00	1.007812500000000000e+00	8.867187500000000000e-01	8.750000000000000000e-01	8.906250000000000000e-01	3.339843750000000000e-01	9.609375000000000000e-01	9.648437500000000000e-01
1.000000000000000000e+00	6.992187500000000000e-01	1.007812500000000000e+00	9.140625000000000000e-01	1.000000000000000000e+00	9.570312500000000000e-01	7.382812500000000000e-01	8.359375000000000000e-01
9.726562500000000000e-01	6.835937500000000000e-01	9.277343750000000000e-02	1.000000000000000000e+00	7.851562500000000000e-01	8.320312500000000000e-01	1.000000000000000000e+00	1.007812500000000000e+00
9.257812500000000000e-01	1.000000000000000000e+00	6.132812500000000000e-01	1.000000000000000000e+00	4.589843750000000000e-01	7.460937500000000000e-01	1.000000000000000000e+00	3.632812500000000000e-01
1.000000000000000000e+00	9.257812500000000000e-01	1.000000000000000000e+00	1.007812500000000000e+00	1.007812500000000000e+00	2.431640625000000000e-01	7.812500000000000000e-01	1.816406250000000000e-01
5.625000000000000000e-01	1.000000000000000000e+00	6.679687500000000000e-01	6.914062500000000000e-01	1.007812500000000000e+00	9.843750000000000000e-01	1.000000000000000000e+00	6.718750000000000000e-01
8.593750000000000000e-01	9.687500000000000000e-01	6.289062500000000000e-01	6.406250000000000000e-01	7.968750000000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
1.007812500000000000e+00	1.337890625000000000e-01	4.082031250000000000e-01	1.000000000000000000e+00	4.335937500000000000e-01	1.000000000000000000e+00	7.734375000000000000e-01	1.007812500000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.507812500000000000e-01	1.007812500000000000e+00	8.671875000000000000e-01	9.140625000000000000e-01	6.445312500000000000e-01	-9.643554687500000000e-03
6.875000000000000000e-01	1.000000000000000000e+00	1.007812500000000000e+00	1.007812500000000000e+00	9.414062500000000000e-01	8.906250000000000000e-01	9.179687500000000000e-01	8.906250000000000000e-01
6.835937500000000000e-01	2.392578125000000000e-01	7.500000000000000000e-01	1.007812500000000000e+00	2.812500000000000000e-01	7.500000000000000000e-01	8.632812500000000000e-01	9.921875000000000000e-01
1.000000000000000000e+00	9.228515625000000000e-02	1.007812500000000000e+00	9.921875000000000000e-01	1.007812500000000000e+00	1.000000000000000000e+00	4.589843750000000000e-01	1.279296875000000000e-01
6.992187500000000000e-01	1.000000000000000000e+00	8.359375000000000000e-01	9.062500000000000000e-01	-1.275634765625000000e-02	7.304687500000000000e-01	1.000000000000000000e+00	6.054687500000000000e-01
6.523437500000000000e-01	1.007812500000000000e+00	7.812500000000000000e-01	8.710937500000000000e-01	7.304687500000000000e-01	1.728515625000000000e-01	7.734375000000000000e-01	5.664062500000000000e-01
1.007812500000000000e+00	1.000000000000000000e+00	7.265625000000000000e-01	4.921875000000000000e-01	5.703125000000000000e-01	-1.123046875000000000e-02	5.039062500000000000e-01	9.453125000000000000e-01
-1.129150390625000000e-02	4.296875000000000000e-01	1.007812500000000000e+00	7.070312500000000000e-01	2.441406250000000000e-01	9.453125000000000000e-01	6.210937500000000000e-01	1.007812500000000000e+00
6.030273437500000000e-02	4.238281250000000000e-01	1.357421875000000000e-01	-8.483886718750000000e-03	1.000000000000000000e+00	9.843750000000000000e-01	7.851562500000000000e-01	1.000000000000000000e+00
-1.110839843750000000e-02	9.882812500000000000e-01	-9.948730468750000000e-03	9.375000000000000000e-01	6.289062500000000000e-01	1.007812500000000000e+00	6.835937500000000000e-02	5.117187500000000000e-01
9.082031250000000000e-02	-1.177978515625000000e-02	1.007812500000000000e+00	1.000000000000000000e+00	5.639648437500000000e-02	-9.765625000000000000e-03	7.460937500000000000e-01	7.578125000000000000e-01
4.433593750000000000e-01	5.625000000000000000e-01	1.015625000000000000e+00	1.007812500000000000e+00	4.394531250000000000e-01	6.992187500000000000e-01	-1.074218750000000000e-02	-1.062011718750000000e-02
8.945312500000000000e-01	1.000000000000000000e+00	1.007812500000000000e+00	8.945312500000000000e-01	6.875000000000000000e-01	1.000000000000000000e+00	5.390625000000000000e-01	4.121093750000000000e-01
9.609375000000000000e-01	1.591796875000000000e-01	7.812500000000000000e-01	7.226562500000000000e-02	4.199218750000000000e-01	3.242187500000000000e-01	1.007812500000000000e+00	1.007812500000000000e+00
3.261718750000000000e-01	-1.123046875000000000e-02	4.355468750000000000e-01	1.000000000000000000e+00	1.007812500000000000e+00	9.218750000000000000e-01	8.593750000000000000e-01	7.890625000000000000e-01
7.539062500000000000e-01	-1.025390625000000000e-02	6.406250000000000000e-01	1.007812500000000000e+00	1.000000000000000000e+00	5.195312500000000000e-01	3.433227539062500000e-04	1.007812500000000000e+00
